iter,rmse,mederr
1,2.3115196909539,0.393416569281305
2,2.18355704105624,0.382801003787593
3,2.09023138137835,0.382779299782014
4,2.05472922451279,0.399048229980214
5,2.16162720173305,0.410448752003291
6,1.69660290164443,0.38097338190455
7,2.27620381790422,0.371778581250373
8,1.53901714482805,0.394981006278487
9,1.74564665450695,0.384465763409378
10,1.84855238461476,0.406362352049685
11,1.82517752858856,0.417106521984289
12,1.86902642425966,0.39081745714924
13,3.42240468852035,0.393495318370858
14,1.8063018340233,0.399890149152506
15,1.62254412277121,0.400403029957515
16,1.56884047566462,0.371502038191333
17,1.58357032130653,0.385275681687504
18,1.75556747214885,0.372291885020868
19,1.82933545182702,0.412193304128643
20,1.6930746864687,0.397114989941752
21,1.77841900561242,0.406346695189974
22,1.92491596800001,0.41142824405149
23,1.61920134885007,0.396578024536362
24,1.72777505160833,0.392101103516905
25,1.82190417729527,0.388157427109135
26,1.88393395374106,0.397263254577067
27,1.79982728431151,0.365723756269524
28,1.76446135435777,0.392389728511945
29,1.79136100030549,0.366487680336649
30,1.73031623079435,0.393678297551436
31,1.7839702180131,0.411689745189235
32,1.78691812704873,0.408522363012662
33,1.67904027480202,0.388265499528197
34,1.74802640203808,0.355025353393126
35,1.7818114163707,0.397493673388117
36,1.61671121301857,0.396114098335847
37,1.91497776639716,0.389372127590856
38,1.83396318220676,0.398204016285418
39,1.84351363546694,0.382504697775711
40,1.82835383621444,0.40131100554984
41,1.66952523577884,0.390142336046366
42,1.7784338841832,0.382616087450871
43,1.6591569220259,0.41088632491297
44,1.90889384857872,0.361769466652879
45,1.57791425020072,0.376751434827985
46,1.64307086297156,0.410797068737905
47,1.66862984088899,0.387589694029206
48,1.79576676635964,0.394539346809548
49,1.85296131302296,0.408714090482806
50,2.19018504899932,0.385621921144953
51,1.65954345871312,0.384005043378813
52,2.18407339133674,0.394693378405742
53,1.88240463452684,0.382933325219044
54,1.85277472922051,0.383730457744262
55,1.64788614946006,0.378989044354825
56,2.30475683962416,0.397148507301989
57,2.03769553022737,0.390308981238145
58,1.67492748987793,0.394403679953507
59,1.74086003905179,0.401262784689991
60,2.01980789554369,0.401691133124976
61,1.68533535344804,0.374672044612356
62,2.05700794037502,0.369166995636792
63,1.77417932042915,0.381965557707493
64,1.70422088421349,0.402560989743239
65,1.9063966488606,0.382088026664749
66,1.85034411102016,0.378939792670843
67,1.68656609719775,0.384453332030354
68,2.43145997402299,0.411374349509275
69,1.66042761638073,0.37716020692393
70,1.812860584978,0.377861647619174
71,1.80796422176991,0.404183089027894
72,1.81200644824913,0.411134081141254
73,1.56568456265921,0.392698042828185
74,1.85590777706121,0.410774298117464
75,1.67842996479332,0.412394056723576
76,2.12857310188701,0.386820818508165
77,1.85479748767459,0.391831295356538
78,1.66073149344477,0.400168340949427
79,1.90890088309299,0.364384480801244
80,2.03996919126767,0.372723163556326
81,1.69141696611074,0.372330036176024
82,2.08922179108885,0.370800607665274
83,2.08404085239149,0.382260621802573
84,3.04696496773352,0.407981442519598
85,2.19247395496428,0.398495360824038
86,1.7169342815714,0.415101921602995
87,1.8400021627159,0.416515519033643
88,1.94707170183404,0.393882230874388
89,1.75746268106374,0.428928407726608
90,2.07014076125641,0.372555327218769
91,1.5637678656727,0.387843476838524
92,1.91567661641066,0.402198326039808
93,1.93635984898498,0.364109841351161
94,1.90180845501499,0.383551485346989
95,1.90689960027876,0.406213891551629
96,1.65286675738576,0.400686024971014
97,1.81680689841043,0.37881379733084
98,1.97349382905045,0.382094514786659
99,1.6482636445096,0.380252151648354
100,1.65711190934649,0.389733816903927
